run_order,timestamp,level,algorithm,heuristic,repetition,status,cutoff_reason,solution_cost,solution_moves,solution_pushes,expanded_nodes,frontier_size_at_end,max_frontier_size,elapsed_seconds,solution,max_expanded_nodes,timeout_seconds,seed
11,2026-08-23T15:29:46-03:00,levels/experiments/level_03.txt,dfs,null,2,success,,51,51,14,43449,19,103,0.286482583,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
12,2026-08-23T15:29:46-03:00,levels/experiments/level_04.txt,greedy,minimum_matching_manhattan,8,success,,64,64,18,867,136,144,0.006890167,UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP,1000000,25.0,0
13,2026-08-23T15:29:48-03:00,levels/experiments/level_04.txt,astar,shortest_push_access,10,success,,54,54,20,50582,3791,4581,1.925277625,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
14,2026-08-23T15:29:48-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,10,success,,126,126,29,22399,1621,2979,0.76214775,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
15,2026-08-23T15:29:49-03:00,levels/experiments/level_04.txt,dfs,null,3,success,,2044,2044,386,70252,1123,1187,0.416782708,UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP RIGHT UP RIGHT UP LEFT LEFT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP UP DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN UP UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT UP DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT LEFT LEFT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN RIGHT UP LEFT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT DOWN RIGHT DOWN LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN,1000000,25.0,0
16,2026-08-23T15:29:50-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,2,success,,126,126,29,22399,1621,2979,0.770493083,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
17,2026-08-23T15:29:51-03:00,levels/experiments/level_03.txt,astar,shortest_push_access,8,success,,43,43,10,41018,844,4055,0.985575417,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
18,2026-08-23T15:29:52-03:00,levels/experiments/level_03.txt,astar,minimum_matching_manhattan,10,success,,43,43,10,43039,210,3515,1.000231208,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
19,2026-08-23T15:29:52-03:00,levels/experiments/level_03.txt,dfs,null,5,success,,51,51,14,43449,19,103,0.273931583,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
20,2026-08-23T15:29:52-03:00,levels/experiments/level_02.txt,greedy,minimum_matching_manhattan,9,success,,96,96,19,756,76,77,0.005817417,LEFT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT LEFT UP UP RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
21,2026-08-23T15:29:52-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,8,success,,47,47,10,4344,1285,1291,0.117427458,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
22,2026-08-23T15:29:53-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,7,success,,47,47,10,4344,1285,1291,0.11898725,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
23,2026-08-23T15:29:53-03:00,levels/experiments/level_02.txt,greedy,minimum_matching_manhattan,10,success,,96,96,19,756,76,77,0.005696542,LEFT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT LEFT UP UP RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
24,2026-08-23T15:29:53-03:00,levels/experiments/level_02.txt,greedy,minimum_matching_manhattan,3,success,,96,96,19,756,76,77,0.005716334,LEFT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT LEFT UP UP RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
25,2026-08-23T15:29:53-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,3,success,,126,126,29,22399,1621,2979,0.761854291,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
26,2026-08-23T15:29:54-03:00,levels/experiments/level_02.txt,astar,minimum_matching_manhattan,8,success,,78,78,17,30315,37,1015,0.242947541,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
27,2026-08-23T15:29:54-03:00,levels/experiments/level_04.txt,astar,minimum_matching_manhattan,1,success,,54,54,20,45814,2599,3114,0.402004292,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
28,2026-08-23T15:29:54-03:00,levels/experiments/level_03.txt,greedy,minimum_matching_manhattan,3,success,,47,47,10,4344,1285,1291,0.118404084,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
